id,Title,Authors,Source Title,Publication Year,Volume,Issue,Beginning Page,Ending Page,DOI,Total Citations
0,"Integrating conservation planning and landuse planning in urban
landscapes","Gordon, Ascelin; Simondson, David; White, Matt; Moilanen, Atte; Bekessy, Sarah Adine",LANDSCAPE AND URBAN PLANNING,2009,91,4,183,194,10.1016/j.landurbplan.2008.12.011,71
0,"Contribution of Ecosystem Services to Air Quality and Climate Change
Mitigation Policies: The Case of Urban Forests in Barcelona, Spain","Baro, Francesc; Chaparro, Lydia; Gomez-Baggethun, Erik; Langemeyer, Johannes; Nowak, David J.; Terradas, Jaume",AMBIO,2014,43,4,466,479,10.1007/s13280-014-0507-x,70
0,"Jaguar (Panthera onca) feeding ecology: distribution of predator and
prey through time and space","Weckel, M.; Giuliano, W.; Silver, S.",JOURNAL OF ZOOLOGY,2006,270,1,25,30,10.1111/j.1469-7998.2006.00106.x,66
0,Transitions in European land-management regimes between 1800 and 2010,"Jepsen, Martin Rudbeck; Kuemmerle, Tobias; Mueller, Daniel; Erb, Karlheinz; Verburgf, Peter H.; Haberl, Helmut; Vesterager, Jens Peter; Andric, Maja; Antrop, Marc; Austrheim, Gunnar; Bjorn, Ismo; Bondeau, Alberte; Buergi, Matthias; Bryson, Jessica; Caspar, Gilles; Cassar, Louis F.; Conrad, Elisabeth; Chromy, Pavel; Daugirdas, Vidmantas; Van Eetvelde, Veerle; Elena-Rossello, Ramon; Gimmi, Urs; Izakovicova, Zita; Jancak, Vit; Jansson, Ulf; Kladnik, Drago; Kozak, Jacek; Konkoly-Gyuro, Eva; Krausmann, Fridolin; Mander, Uelo; McDonagh, John; Paern, Jaan; Niedertscheider, Maria; Nikodemus, Olgerts; Ostapowicz, Katarzyna; Perez-Soba, Marta; Pinto-Correia, Teresa; Ribokas, Gintaras; Rounsevell, Mark; Schistou, Despoina; Schmit, Claude; Terkenli, Theano S.; Tretvik, Aud M.; Trzepacz, Piotr; Vadineanu, Angheluta; Walz, Ariane; Zhllima, Edvin; Reenberg, Anette",LAND USE POLICY,2015,49,,53,64,10.1016/j.landusepol.2015.07.003,64
0,"Microbial response over time to hydrologic and fertilization treatments
in a simulated wet prairie","Mentzer, Jessica L.; Goodman, Robert M.; Balser, Teri C.",PLANT AND SOIL,2006,284,2-Jan,85,100,10.1007/s11104-006-0032-1,64
0,"From Multifunctionality to Multiple Ecosystem Services? A Conceptual
Framework for Multifunctionality in Green Infrastructure Planning for
Urban Areas","Hansen, Rieke; Pauleit, Stephan",AMBIO,2014,43,4,516,529,10.1007/s13280-014-0510-2,63
0,Integrating sciences to sustain urban ecosystem services,"Lundy, L.; Wade, R.",PROGRESS IN PHYSICAL GEOGRAPHY,2011,35,5,653,669,10.1177/0309133311422464,63
0,Yearling Greater Sage-Grouse Response to Energy Development in Wyoming,"Holloran, Matthew J.; Kaiser, Rusty C.; Hubert, Wayne A.",JOURNAL OF WILDLIFE MANAGEMENT,2010,74,1,65,72,10.2193/2008-291,62
0,"SIMULATION OF COMBINED BEST MANAGEMENT PRACTICES AND LOW IMPACT
DEVELOPMENT FOR SUSTAINABLE STORMWATER MANAGEMENT","Damodaram, Chandana; Giacomoni, Marcio H.; Khedun, C. Prakash; Holmes, Hillary; Ryan, Andrea; Saour, William; Zechman, Emily M.",JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,2010,46,5,907,918,10.1111/j.1752-1688.2010.00462.x,60
0,"Water localisation and reclamation: Steps towards low impact urban
design and development","van Roon, Marjorie",JOURNAL OF ENVIRONMENTAL MANAGEMENT,2007,83,4,437,447,10.1016/j.jenvman.2006.04.008,58
0,"A national assessment of green infrastructure and change for the
conterminous United States using morphological image processing","Wickham, James D.; Riitters, Kurt H.; Wade, Timothy G.; Vogt, Peter",LANDSCAPE AND URBAN PLANNING,2010,94,4-Mar,186,195,10.1016/j.landurbplan.2009.10.003,57
0,"Perceptions of parks and urban derelict land by landscape planners and
residents","Hofmann, Mathias; Westermann, Janneke R.; Kowarik, Ingo; van der Meer, Elke",URBAN FORESTRY & URBAN GREENING,2012,11,3,303,312,10.1016/j.ufug.2012.04.001,56
0,"Urban drainage redefined: from stormwater removal to integrated
management","Chocat, B; Krebs, P; Marsalek, J; Rauch, W; Schilling, W",WATER SCIENCE AND TECHNOLOGY,2001,43,5,61,68,,56
0,"Conserving urban biodiversity? Creating green infrastructure is only the
first step","Hostetler, Mark; Allen, Will; Meurk, Colin",LANDSCAPE AND URBAN PLANNING,2011,100,4,369,371,10.1016/j.landurbplan.2011.01.011,55
0,"The use of economic valuation to create public support for green
infrastructure investments in urban areas","Vandermeulen, Valerie; Verspecht, Ann; Vermeire, Bert; Van Huylenbroeck, Guido; Gellynck, Xavier",LANDSCAPE AND URBAN PLANNING,2011,103,2,198,206,10.1016/j.landurbplan.2011.07.010,54
0,"Anthropogenic Disturbance Can Determine the Magnitude of Opportunistic
Species Responses on Marine Urban Infrastructures","Airoldi, Laura; Bulleri, Fabio",PLOS ONE,2011,6,8,,,10.1371/journal.pone.0022985,54
0,"Reconceptualizing green infrastructure for climate change adaptation:
Barriers to adoption and drivers for uptake by spatial planners","Matthews, Tony; Lo, Alex Y.; Byrne, Jason A.",LANDSCAPE AND URBAN PLANNING,2015,138,,155,163,10.1016/j.landurbplan.2015.02.010,52
0,"Shades of Green: Measuring the Ecology of Urban Green Space in the
Context of Human Health and Well-Being","Jorgensen, Anna; Gobster, Paul H.",NATURE + CULTURE,2010,5,3,338,363,10.3167/nc.2010.050307,50
0,Benefits of restoring ecosystem services in urban areas,"Elmqvist, T.; Setala, H.; Handel, S. N.; van der Ploeg, S.; Aronson, J.; Blignaut, J. N.; Gomez-Baggethun, E.; Nowak, D. J.; Kronenberg, J.; de Groot, R.",CURRENT OPINION IN ENVIRONMENTAL SUSTAINABILITY,2015,14,,101,108,10.1016/j.cosust.2015.05.001,49
0,Urban Ecology of Shrinking Cities: An Unrecognized Opportunity?,"Haase, Dagmar",NATURE + CULTURE,2008,3,1,1,8,10.3167/nc.2008.030101,49
0,Life cycle implications of urban green infrastructure,"Spatari, Sabrina; Yu, Ziwen; Montalto, Franco A.",ENVIRONMENTAL POLLUTION,2011,159,9-Aug,2174,2179,10.1016/j.envpol.2011.01.015,46
0,"Exploring ecosystem-based adaptation in Durban, South Africa:
learning-by-doing"" at the local government coal face""","Roberts, Debra; Boon, Richard; Diederichs, Nicci; Douwes, Errol; Govender, Natasha; McInnes, Alistair; McLean, Cameron; O'Donoghue, Sean; Spires, Meggan",ENVIRONMENT AND URBANIZATION,2012,24,1,167,195,10.1177/0956247811431412,45
0,INDONESIAN PEAT SWAMP FORESTS AND THEIR ROLE AS A CARBON SINK,"SORENSEN, KW",CHEMOSPHERE,1993,27,6,1065,1082,10.1016/0045-6535(93)90068-G,45
0,"Protecting Forest Areas for Biodiversity in Sweden 1991-2010: the Policy
Implementation Process and Outcomes on the Ground","Angelstam, Per; Andersson, Kjell; Axelsson, Robert; Elbakidze, Marine; Jonsson, Bengt Gunnar; Roberge, Jean-Michel",SILVA FENNICA,2011,45,5,1111,1133,10.14214/sf.90,44
0,Advancing Urban Ecology toward a Science of Cities,"McPhearson, Timon; Pickett, Steward T. A.; Grimm, Nancy B.; Niemela, Jari; Alberti, Marina; Elmqvist, Thomas; Weber, Christiane; Haase, Dagmar; Breuste, Juergen; Qureshi, Salman",BIOSCIENCE,2016,66,3,198,212,10.1093/biosci/biw002,43
0,"Civic ecology practices: Participatory approaches to generating and
measuring ecosystem services in cities","Krasny, Marianne E.; Russ, Alex; Tidball, Keith G.; Elmqvist, Thomas",ECOSYSTEM SERVICES,2014,7,,177,186,10.1016/j.ecoser.2013.11.002,43
0,"Green roofs as habitats for wild plant species in urban landscapes:
First insights from a large-scale sampling","Madre, Frederic; Vergnes, Alan; Machon, Nathalie; Clergeau, Philippe",LANDSCAPE AND URBAN PLANNING,2014,122,,100,107,10.1016/j.landurbplan.2013.11.012,43
0,"Co-benefit evaluation for urban public transportation sector a case of
Shenyang, China","Geng, Yong; Ma, Zhixiao; Xue, Bing; Ren, Wanxia; Liu, Zhe; Fujita, Tsuyoshi",JOURNAL OF CLEANER PRODUCTION,2013,58,,82,91,10.1016/j.jclepro.2013.06.034,42
0,A social-ecological assessment of vacant lots in New York City,"Kremer, Peleg; Hamstead, Zoe A.; McPhearson, Timon",LANDSCAPE AND URBAN PLANNING,2013,120,,218,233,10.1016/j.landurbplan.2013.05.003,40
0,"The contribution of motorway stormwater retention ponds to the
biodiversity of aquatic macroinvertebrates","Le Viol, Isabelle; Mocq, Julien; Julliard, Romain; Kerbiriou, Christian",BIOLOGICAL CONSERVATION,2009,142,12,3163,3171,10.1016/j.biocon.2009.08.018,40
0,Transitioning to resilience and sustainability in urban communities,"Collier, Marcus J.; Nedovic-Budic, Zorica; Aerts, Jeroen; Connop, Stuart; Foley, Dermot; Foley, Karen; Newport, Darryl; McQuaid, Siobhan; Slaev, Aleksander; Verburg, Peter",CITIES,2013,32,,S21,S28,10.1016/j.cities.2013.03.010,39
0,"Fostering Green Communities Through Civic Engagement Community-Based
Environmental Stewardship in the Portland Area","Shandas, Vivek; Messer, W. Barry",JOURNAL OF THE AMERICAN PLANNING ASSOCIATION,2008,74,4,408,418,10.1080/01944360802291265,39
0,"Urban vacancy and land use legacies: A frontier for urban ecological
research, design, and planning","Nassauer, Joan Iverson; Raskin, Julia",LANDSCAPE AND URBAN PLANNING,2014,125,,245,253,10.1016/j.landurbplan.2013.10.008,38
0,"Multifunctionality of floodplain landscapes: relating management options
to ecosystem services","Schindler, Stefan; Sebesvari, Zita; Damm, Christian; Euller, Katrin; Mauerhofer, Volker; Schneidergruber, Anna; Biro, Marianna; Essl, Franz; Kanka, Robert; Lauwaars, Sophie G.; Schulz-Zunkel, Christiane; van der Sluis, Theo; Kropik, Michaela; Gasso, Viktor; Krug, Andreas; Pusch, Martin T.; Zulka, Klaus Peter; Lazowski, Werner; Hainz-Renetzeder, Christa; Henle, Klaus; Wrbka, Thomas",LANDSCAPE ECOLOGY,2014,29,2,229,244,10.1007/s10980-014-9989-y,38
0,"Planting the Living City Best Practices in Planning Green
Infrastructure-Results From Major U.S. Cities","Young, Robert F.",JOURNAL OF THE AMERICAN PLANNING ASSOCIATION,2011,77,4,368,381,10.1080/01944363.2011.616996,38
0,"Land use change and causes in the Xiangxi catchment, Three Gorges Area
derived from multispectral data","Seeber, Christoph; Hartmann, Heike; Wei, Xiang; King, Lorenz",JOURNAL OF EARTH SCIENCE,2010,21,6,846,855,10.1007/s12583-010-0136-7,38
0,"Can satellite-based night lights be used for conservation? The case of
nesting sea turtles in the Mediterranean","Mazor, Tessa; Levin, Noam; Possingham, Hugh P.; Levy, Yaniv; Rocchini, Duccio; Richardson, Anthony J.; Kark, Salit",BIOLOGICAL CONSERVATION,2013,159,,63,72,10.1016/j.biocon.2012.11.004,37
0,"Nature, urban development and sustainability - What new elements are
needed for a more comprehensive understanding?","Pincetl, Stephanie",CITIES,2012,29,,S32,S37,10.1016/j.cities.2012.06.009,37
0,"Streetscape biodiversity and the role of bioretention swales in an
Australian urban environment","Kazemi, Fatemeh; Beecham, Simon; Gibbs, Joan",LANDSCAPE AND URBAN PLANNING,2011,101,2,139,148,10.1016/j.landurbplan.2011.02.006,37
0,"Evaluation of salt-tolerant forages for sequential water reuse systems -
II. Plant-ion relations","Grieve, CM; Poss, JA; Grattan, SR; Suarez, DL; Benes, SE; Robinson, PH",AGRICULTURAL WATER MANAGEMENT,2004,70,2,121,135,10.1016/j.agwat.2004.04.012,37
0,Governing metropolitan green infrastructure in the United States,"Young, Robert F.; McPherson, E. Gregory",LANDSCAPE AND URBAN PLANNING,2013,109,1,67,75,10.1016/j.landurbplan.2012.09.004,36
0,"Natural forest expansion into suburban countryside: Gained ground for a
green infrastructure?","Barbati, Anna; Corona, Piermaria; Salvati, Luca; Gasparella, Lorenza",URBAN FORESTRY & URBAN GREENING,2013,12,1,36,43,10.1016/j.ufug.2012.11.002,35
0,Vegetation development over four years on two green roofs in the UK,"Bates, Adam J.; Sadler, Jon P.; Mackay, Rae",URBAN FORESTRY & URBAN GREENING,2013,12,1,98,108,10.1016/j.ufug.2012.12.003,35
0,"Leaching of nutrients from a sugarcane crop growing on an Ultisol in
Brazil","Ghiberto, P. J.; Libardi, P. L.; Brito, A. S.; Trivelin, P. C. O.",AGRICULTURAL WATER MANAGEMENT,2009,96,10,1443,1448,10.1016/j.agwat.2009.04.020,35
0,The planning and construction of an urban stormwater management scheme,"Lloyd, SD; Wong, THF; Porter, B",WATER SCIENCE AND TECHNOLOGY,2002,45,7,1,10,,35
0,"The alignment of agricultural and nature conservation policies in the
European Union","Hodge, Ian; Hauck, Jennifer; Bonn, Aletta",CONSERVATION BIOLOGY,2015,29,4,996,1005,10.1111/cobi.12531,34
0,"Modelling the spatial distribution of linear landscape elements in
Europe","van der Zanden, Emma H.; Verburg, Peter H.; Mucher, Caspar A.",ECOLOGICAL INDICATORS,2013,27,,125,136,10.1016/j.ecolind.2012.12.002,34
0,Producing edible landscapes in Seattle's urban forest,"McLain, Rebecca; Poe, Melissa; Hurley, Patrick T.; Lecompte-Mastenbrook, Joyce; Emery, Marla R.",URBAN FORESTRY & URBAN GREENING,2012,11,2,187,194,10.1016/j.ufug.2011.12.002,34
0,Outstanding challenges for urban conservation research and action,"Shwartz, Assaf; Turbe, Anne; Julliard, Romain; Simon, Laurent; Prevot, Anne-Caroline",GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,2014,28,,39,49,10.1016/j.gloenvcha.2014.06.002,33
0,"Adsorption of selenite and selenate by nanocrystalline aluminum oxide,
neat and impregnated in chitosan beads","Yamani, Jamila S.; Lounsbury, Amanda W.; Zimmerman, Julie B.",WATER RESEARCH,2014,50,,373,381,10.1016/j.watres.2013.10.054,33
0,"Rainfall interception and stem flow by eucalypt street trees - The
impacts of canopy density and bark type","Livesley, S. J.; Baudinette, B.; Glover, D.",URBAN FORESTRY & URBAN GREENING,2014,13,1,192,197,10.1016/j.ufug.2013.09.001,33
0,"Ecosystem services of urban green spaces in African
countries-perspectives and challenges","Cilliers, Sarel; Cilliers, Juanee; Lubbe, Rina; Siebert, Stefan",URBAN ECOSYSTEMS,2013,16,4,681,702,10.1007/s11252-012-0254-3,33
0,Harmonisation of the soil map of Africa at the continental scale,"Dewitte, Olivier; Jones, Arwyn; Spaargaren, Otto; Breuning-Madsen, Henrik; Brossard, Michel; Dampha, Almami; Deckers, Jozef; Gallali, Tahar; Hallett, Stephen; Jones, Robert; Kilasara, Method; Le Roux, Pieter; Micheli, Erika; Montanarella, Luca; Thiombiano, Lamourdia; Van Ranst, Eric; Yemefack, Martin; Zougmore, Robert",GEODERMA,2013,211,,138,153,10.1016/j.geoderma.2013.07.007,33
0,"Perspectives on the Use of Green Infrastructure for Stormwater
Management in Cleveland and Milwaukee","Keeley, Melissa; Koburger, Althea; Dolowitz, David P.; Medearis, Dale; Nickel, Darla; Shuster, William",ENVIRONMENTAL MANAGEMENT,2013,51,6,1093,1108,10.1007/s00267-013-0032-x,33
0,"Effect of soil-N and urine-N on nitrate leaching under pure grass, pure
clover and mixed grass/clover swards","Loiseau, P; Carrere, P; Lafarge, M; Delpy, R; Dublanchet, J",EUROPEAN JOURNAL OF AGRONOMY,2001,14,2,113,121,10.1016/S1161-0301(00)00084-8,33
0,"Mismatches between ecosystem services supply and demand in urban areas:
A quantitative assessment in five European cities","Baro, Francesc; Haase, Dagmar; Gomez-Baggethun, Erik; Frantzeskaki, Niki",ECOLOGICAL INDICATORS,2015,55,,146,158,10.1016/j.ecolind.2015.03.013,32
0,"Using expert knowledge in combining green infrastructure and ecosystem
services in land use planning: an insight into a new place-based
methodology","Kopperoinen, Leena; Itkonen, Pekka; Niemela, Jari",LANDSCAPE ECOLOGY,2014,29,8,1361,1375,10.1007/s10980-014-0014-2,32
0,"Info-gap decision theory for assessing the management of catchments for
timber production and urban water supply","McCarthy, Michael A.; Lindenmayer, David B.",ENVIRONMENTAL MANAGEMENT,2007,39,4,553,562,10.1007/s00267-006-0022-3,32
0,Impact of concrete and PVC pipes on urban water chemistry,"Davies, P. J.; Wright, I. A.; Jonasson, O. J.; Findlay, S. J.",URBAN WATER JOURNAL,2010,7,4,233,241,10.1080/1573062X.2010.484502,31
0,Urban Water Mass Balance Analysis,"Kenway, Steven; Gregory, Alan; McMahon, Joseph",JOURNAL OF INDUSTRIAL ECOLOGY,2011,15,5,693,706,10.1111/j.1530-9290.2011.00357.x,30
0,Passive mine water treatment: the correct approach?,"Kalin, M",ECOLOGICAL ENGINEERING,2004,22,5-Apr,299,304,10.1016/j.ecoleng.2004.06.008,30
0,"Non-OH chemistry in oxidation flow reactors for the study of atmospheric
chemistry systematically examined by modeling","Peng, Zhe; Day, Douglas A.; Ortega, Amber M.; Palm, Brett B.; Hu, Weiwei; Stark, Harald; Li, Rui; Tsigaridis, Kostas; Brune, William H.; Jimenez, Jose L.",ATMOSPHERIC CHEMISTRY AND PHYSICS,2016,16,7,4283,4305,10.5194/acp-16-4283-2016,29
0,"Local levers for change: Mainstreaming ecosystem-based adaptation into
municipal planning to foster sustainability transitions","Wamsler, Christine; Luederitz, Christopher; Brink, Ebba",GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,2014,29,,189,201,10.1016/j.gloenvcha.2014.09.008,29
0,"Using Life Cycle Assessment to Evaluate Green and Grey Combined Sewer
Overflow Control Strategies","De Sousa, Maria R. C.; Montalto, Franco A.; Spatari, Sabrina",JOURNAL OF INDUSTRIAL ECOLOGY,2012,16,6,901,913,10.1111/j.1530-9290.2012.00534.x,29
0,"Long-term development of phosphorus and nitrogen loads through the
subsurface and surface water systems of drainage basins","Darracq, Amelie; Lindgren, Georg; Destouni, Georgia",GLOBAL BIOGEOCHEMICAL CYCLES,2008,22,3,,,10.1029/2007GB003022,29
0,"Assessing climate-adaptation effect of extensive tropical green roofs in
cities","Jim, C. Y.",LANDSCAPE AND URBAN PLANNING,2015,138,,54,70,10.1016/j.landurbplan.2015.02.014,28
0,"Cultural ecosystem services as a gateway for improving urban
sustainability","Andersson, Erik; Tengo, Maria; McPhearson, Timon; Kremer, Peleg",ECOSYSTEM SERVICES,2015,12,,165,168,10.1016/j.ecoser.2014.08.002,28
0,"More green infrastructure is required to maintain ecosystem services
under current trends in land-use change in Europe","Maes, Joachim; Barbosa, Ana; Baranzelli, Claudia; Zulian, Grazia; Batista e Silva, Filipe; Vandecasteele, Ine; Hiederer, Roland; Liquete, Camino; Paracchini, Maria Luisa; Mubareka, Sarah; Jacobs-Crisioni, Chris; Castillo, Carolina Perpina; Lavalle, Carlo",LANDSCAPE ECOLOGY,2015,30,3,517,534,10.1007/s10980-014-0083-2,28
0,"Agriculture and the city: A method for sustainable planning of new forms
of agriculture in urban contexts","La Rosa, Daniele; Barbarossa, Luca; Privitera, Riccardo; Martinico, Francesco",LAND USE POLICY,2014,41,,290,303,10.1016/j.landusepol.2014.06.014,28
0,"Greening the urban frontier: Race, property, and resettlement in Detroit","Safransky, Sara",GEOFORUM,2014,56,,237,248,10.1016/j.geoforum.2014.06.003,28
0,"Residential demolition and its impact on vacant lot hydrology:
Implications for the management of stormwater and sewer system overflows","Shuster, W. D.; Dadio, S.; Drohan, P.; Losco, R.; Shaffer, J.",LANDSCAPE AND URBAN PLANNING,2014,125,,48,56,10.1016/j.landurbplan.2014.02.003,28
0,"Negotiating value and priorities: evaluating the demands of green
infrastructure development","Roe, Maggie; Mell, Ian",JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT,2013,56,5,650,673,10.1080/09640568.2012.693454,28
0,"Solving Problems in Social-Ecological Systems: Definition, Practice and
Barriers of Transdisciplinary Research","Angelstam, Per; Andersson, Kjell; Annerstedt, Matilda; Axelsson, Robert; Elbakidze, Marine; Garrido, Pablo; Grahn, Patrik; Jonsson, K. Ingemar; Pedersen, Simen; Schlyter, Peter; Skarback, Erik; Smith, Mike; Stjernquist, Ingrid",AMBIO,2013,42,2,254,265,10.1007/s13280-012-0372-4,28
0,"Characterization of non-urbanized areas for land-use planning of
agricultural and green infrastructure in urban contexts","La Rosa, Daniele; Privitera, Riccardo",LANDSCAPE AND URBAN PLANNING,2013,109,1,94,106,10.1016/j.landurbplan.2012.05.012,28
0,"Spatial contagion: Gardening along the street in residential
neighborhoods","Hunter, Mary Carol R.; Brown, Daniel G.",LANDSCAPE AND URBAN PLANNING,2012,105,4,407,416,10.1016/j.landurbplan.2012.01.013,28
0,"Assessing Equitable Access to Urban Green Space: The Role of Engineered
Water Infrastructure","Wendel, Heather E. Wright; Downs, Joni A.; Mihelcic, James R.",ENVIRONMENTAL SCIENCE & TECHNOLOGY,2011,45,16,6728,6734,10.1021/es103949f,28
0,Green structure and planning evolution in Porto,"Madureira, Helena; Andresen, Teresa; Monteiro, Ana",URBAN FORESTRY & URBAN GREENING,2011,10,2,141,149,10.1016/j.ufug.2010.12.004,28
0,"Peoples' use of, and concerns about, green space networks: A case study
of Birchwood, Warrington New Town, UK","Tzoulas, Konstantinos; James, Philip",URBAN FORESTRY & URBAN GREENING,2010,9,2,121,128,10.1016/j.ufug.2009.12.001,28
0,"Sinners, scapegoats or fashion victims? Understanding the deaths of
trees in the green city","Kirkpatrick, James B.; Davison, Aidan; Daniels, Grant D.",GEOFORUM,2013,48,,165,176,10.1016/j.geoforum.2013.04.018,27
0,"A Traditional Analysis of the First Flush Effect for Nutrients in
Stormwater Runoff from Two Small Urban Catchments","Hathaway, J. M.; Tucker, R. S.; Spooner, J. M.; Hunt, W. F.",WATER AIR AND SOIL POLLUTION,2012,223,9,5903,5915,10.1007/s11270-012-1327-x,27
