"Title","DOI"
"Dual-flow in karst aquifers toward a steady discharge spring (Presciano, Central Italy): influences on a subsurface groundwater dependent ecosystem and on changes related to post-earthquake hydrodynamics","10.1007/s12665-014-3440-1"
"An Analysis of Land Use Change Dynamics and Its Impacts on Hydrological Processes in the Jialing River Basin","10.3390/w6123758"
"Variability of water quality, metals and phytoplankton community structure in urban stormwater ponds along a vegetation gradient","10.1007/s11252-014-0356-1"
"Trajectories of Vegetation Response to Water Management in Taylor Slough, Everglades National Park, Florida","10.1007/s13157-013-0390-4"
"RESIDENTIAL STORMWATER: METHODS FOR DECREASING RUNOFF AND INCREASING STORMWATER INFILTRATION","10.3992/jgb.7.2.15"
"Uniform laminar wetland flow through submerged and floating plants","10.1080/00221686.2011.641327"
"Sawgrass (Cladium jamaicense) responses as early indicators of low-level phosphorus enrichment in the Florida Everglades","10.1007/s11273-008-9107-5"
"Assessing Impacts of Hydropattern Restoration of an Overdrained Wetland on Soil Nutrients, Vegetation and Fire","10.1111/j.1526-100X.2008.00381.x"
"Performance and design of artificial lagoons for controlling diffuse pollution in Lake Kasumigaura, Japan","10.1016/j.ecoleng.2008.09.019"
"Nitrogen retention and release in Atlantic white cedar wetlands","10.2134/jeq2000.00472425002900020032x"
"A new method and a new index for identifying socioeconomic drought events under climate change: A case study of the East River basin in China","10.1016/j.scitotenv.2017.10.321"
"Tracking the fate of nitrate through pulse-flow wetlands: A mesocosm scale N-15 enrichment tracer study","10.1016/j.ecoleng.2017.06.016"
"Bifenthrin Causes Toxicity in Urban Stormwater Wetlands: Field and Laboratory Assessment Using Austrochiltonia (Amphipoda)","10.1021/acs.est.7b01472"
"A datamining approach to identifying spatial patterns of phosphorus forms in the Stormwater Treatment Areas in the Everglades, US","10.1016/j.ecoleng.2016.10.003"
"Driving forces of effluent nutrient variability in field scale bioretention","10.1016/j.ecoleng.2016.06.024"
"Impact of chloride on denitrification potential in roadside wetlands","10.1016/j.envpol.2016.01.068"
"The effects of climate change and extreme wildfire events on runoff erosion over a mountain watershed","10.1016/j.jhydrol.2016.02.025"
"Removal of organic pollutants from oak leachate in pilot scale wetland systems: How efficient are aeration and vegetation treatments?","10.1016/j.watres.2015.07.017"
"Effects of forest roads on the hydrological response of a small-scale mountain watershed in Greece","10.1002/hyp.10301"
"Prevalence of Enterococcus Species and Their Virulence Genes in Fresh Water Prior to and after Storm Events","10.1021/es4050083"
"Using biofilm as a novel approach to assess stormwater treatment efficacy","10.1016/j.watres.2013.10.023"
"The impact of stormwater treatment areas and agricultural best management practices on water quality in the Everglades Protection Area","10.1007/s10661-013-3436-4"
"Classifying the Health of Connecticut Streams Using Benthic Macroinvertebrates with Implications for Water Management","10.1007/s00267-013-0033-9"
"Response of rock-fissure seepage to snowmelt in Mount Taihang slope-catchment, North China","10.2166/wst.2012.542"
"Hydro-ecological impact of water conservancy projects in the Haihe River Basin","10.1016/j.actao.2011.07.003"
"Mesozoic hydrogeologic systems and hydrocarbon habitat, Mandapeta-Endamuru area, Krishna Godavari Basin, India","10.1306/06301009134"
"Gradual encroachment of a rocky shoreline by an invasive sea during the Mississippian at the southeastern margin of the Maritimes Basin, Nova Scotia, Canada","10.1139/E06-094"
"Effects of different soil media, vegetation, and hydrologic treatments on nutrient and sediment removal in roadside bioretention systems","10.1016/j.ecoleng.2017.12.004"
"Nitrogen removal from sewage and septage in constructed wetland mesocosms using sand media amended with biochar","10.1016/j.ecoleng.2017.11.002"
"Bacteriome genetic structures of urban deposits are indicative of their origin and impacted by chemical pollutants","10.1038/s41598-017-13594-8"
"Nutrient Sequestration by Vegetation in Bioretention Cells Receiving High Nutrient Loads","10.1061/(ASCE)EE.1943-7870.0001158"
"Influences of seasons, N/P ratios and chemical compounds on phosphorus removal performance in algal pond combined with constructed wetlands","10.1016/j.scitotenv.2016.08.148"
"Valuing Ecosystem Services and Disservices across Heterogeneous Green Spaces","10.3390/su8090853"
"Severe Coal Tar Sealcoat Runoff Toxicity to Fish Is Prevented by Bioretention Filtration","10.1021/acs.est.5b04928"
"Nutrient accumulation in five plant species grown in bioretention systems dosed with wastewater","10.1080/14486563.2014.944589"
"A Holistic System Approach to Understanding Underground Water Dynamics in the Loess Tableland: A Case Study of the Dongzhi Loess Tableland in Northwest China","10.1007/s11269-014-0647-6"
"Influence of spontaneous vegetation in stormwater infiltration system clogging","10.1007/s11356-013-2398-y"
"Hydrological modelling of the Ibera Wetlands in southeastern South America","10.1016/j.jhydrol.2013.08.042"
"Performance analysis of the Richland-Chambers treatment wetlands","10.1016/j.ecoleng.2010.09.003"
"Surface wetlands for the treatment of pathogens in stormwater: three case studies at Lake Macquarie, NSW, Australia","10.2166/wst.2009.470"
"Long-term equilibrium phosphorus concentrations in the everglades as predicted by a Vollenweider-type model","10.1111/j.1752-1688.1998.tb05966.x"
"Which species? A decision-support tool to guide plant selection in stormwater biofilters","10.1016/j.advwatres.2017.12.022"
"Nutrient Leaching and Greenhouse Gas Emissions in Grassed Detention and Bioretention Stormwater Basins","10.1061/JSWBAY.0000837"
"Connections among soil, ground, and surface water chemistries characterize nitrogen loss from an agricultural landscape in the upper Missouri River Basin","10.1016/j.jhydrol.2017.10.018"
"Effects of habitat and landscape quality on amphibian assemblages of urban stormwater ponds","10.1007/s11252-017-0677-y"
"Removal of nutrients from urban stormwater runoff by storm-pulsed and seasonally pulsed created wetlands in the subtropics","10.1016/j.ecoleng.2017.06.053"
"Influence of infrastructure on water quality and greenhouse gas dynamics in urban streams","10.5194/bg-14-2831-2017"
"Evaluation of factors affecting soil carbon sequestration services of stormwater wet retention ponds in varying climate zones","10.1016/j.scitotenv2017.01.040"
"Development/ripening of ecosystems services in the first two growing seasons of a regional-scale constructed stormwater wetland on the coast of North Carolina","10.1016/j.ecoleng.2016.05.065"
"Impacts of agricultural water saving practice on regional groundwater and water consumption in an arid region with shallow groundwater","10.1007/s12665-016-6006-6"
"Assessment of a hydrologic model's reliability in simulating flow regime alterations in a changing climate","10.1002/hyp.10812"
"Ecological assessment of a transitioned stormwater infiltration basin","10.1016/j.ecoleng.2016.01.029"
"Modeling phosphorus retention at low concentrations in Florida Everglades mesocosms","10.1016/j.ecolmodel.2015.09.024"
"Re-vegetation with native species does not control the invasive Ruellia simplex in a floodplain forest in Florida, USA","10.1111/avsc.12188"
"Protecting the Green Behind the Gold: Catchment-Wide Restoration Efforts Necessary to Achieve Nutrient and Sediment Load Reduction Targets in Gold Coast City, Australia","10.1007/s00267-014-0330-y"
"COMMUNITY PATTERNS IN TREATMENT WETLANDS, NATURAL WETLANDS, AND CROPLANDS IN FLORIDA","10.1676/12-153.1"
"Breaking dormancy during flood and drought: sublethal growth and physiological responses of three emergent wetland herbs used in bioretention basins","10.1007/s11273-012-9278-y"
"Temporal analysis of stormwater control measure effluent based on windows of harmful algal bloom (HAB) sensitivity: Are annual nutrient EMCs appropriate during HAB-sensitive seasons?","10.1016/j.ecoleng.2012.08.014"
"Factors affecting mosquito populations in created wetlands in urban landscapes","10.1007/s11252-012-0230-y"
"Basin-scale groundwater response to precipitation variation and anthropogenic pumping in Chih-Ben watershed, Taiwan","10.1007/s10040-012-0835-5"
"Interspecies variation in the susceptibility of adult Pacific salmon to toxic urban stormwater runoff","10.1016/j.envpol.2018.03.012"
"Engineered and Environmental Controls of Microbial Denitrification in Established Bioretention Cells","10.1021/acs.est.7b06704"
"Impacts of Land-Use and Land-Cover Changes on Water Yield: A Case Study in Jing-Jin-Ji, China","10.3390/su10040960"
"Coastal stormwater wet pond sediment nitrogen dynamics","10.1016/j.scitotenv.2017.07.213"
"Assessment of water retention function as tool to improve integrated watershed management (case study of Poprad river basin, Slovakia)","10.1016/j.scitotenv.2017.04.227"
"Treatment performance and macrophytes growth in a restored hybrid constructed wetland for municipal wastewater treatment","10.1016/j.ecoleng.2017.07.004"
"Response of deep groundwater to land use change in desert basins of the Trans-Pecos region, Texas, USA: Effects on infiltration, recharge, and nitrogen fluxes","10.1002/hyp.11178"
"USING FLOATING WETLAND TREATMENT SYSTEMS TO REDUCE STORMWATER POLLUTION FROM URBAN DEVELOPMENTS","10.21660/2017.31.6532"
"Afforestation restoration of saline-sodic soil in the Central Anatolian Region of Turkey using gypsum and sulfur","10.14214/sf.1579"
"The effects of check dams and other erosion control structures on the restoration of Andean bofedal ecosystems","10.1111/rec.12402"
"Empirical assessment of effects of urbanization on event flow hydrology in watersheds of Canada's Great Lakes-St Lawrence basin","10.1016/j.jhydrol.2016.08.051"
"Large body size for metamorphic wood frogs in urban stormwater wetlands","10.1007/s11252-015-0495-z"
"Microlayer enrichment in natural treatment systems: linking the surface microlayer to urban water quality","10.1002/wat2.1128"
"Greywater reuse through a bioretention system prototype in the arid region","10.2166/wst.2015.442"
"Urbanization effects on spatial-temporal differentiation of tree communities in high-density residential areas","10.1007/s11252-015-0455-7"
"Anchor Chaining's Influence on Soil Hydrology and Seeding Success in Burned Pinon-Juniper Woodlands","10.1016/j.rama.2015.03.010"
"THERMAL POLLUTION MITIGATION IN COLD WATER STREAM WATERSHEDS USING BIORETENTION","10.1111/jawr.12152"
"Biota and hydrology influence soil stability in constructed wetlands","10.1016/j.ecoleng.2014.01.010"
"Design of Outlet Control Structures for Ecological Detention Ponds","10.1061/(ASCE)WR.1943-5452.0000266"
"Mobilization of aluminum by the acid percolates within unsaturated zone of sandstones","10.1007/s10661-013-3088-4"
"Influences on the establishment and dominance of vegetation in stormwater infiltration basins","10.2166/wst.2013.526"
"Predation on Green Frog Eggs (Rana clamitans) by Ostracoda","10.1643/CH-09-074"
"Effects of 21st century climate change on seasonal flow regimes and hydrologic extremes over the Midwest and Great Lakes region of the US","10.1016/j.scitotenv.2018.09.063"
"Aquifer recharge with stormwater runoff in urban areas: Influence of vadose zone thickness on nutrient and bacterial transfers from the surface of infiltration basins to groundwater","10.1016/j.scitotenv.2018.05.094"
"Groundwater flow and storage processes in an inactive rock glacier","10.1002/hyp.13248"
"Sediment chemistry of urban stormwater ponds and controls on denitrification","10.1002/ecs2.2318"
"Influence of stormwater runoff on macroinvertebrates in a small urban river and a reservoir","10.1016/j.scitotenv.2017.12.324"
"Urban stormwater runoff negatively impacts lateral line development in larval zebrafish and salmon embryos","10.1038/s41598-018-21209-z"
"Plant growth and nutrient uptake in treatment wetlands for water with low pollutant concentration","10.2166/wst.2017.624"
"Substrate influence on aromatic plant growth in extensive green roofs in a Mediterranean climate","10.1007/s11252-017-0687-9"
"The uniqueness and biogeochemical cycling of plant root microbial communities in a floating treatment wetland","10.1016/j.ecoleng.2017.06.066"
"Detention Outlet Retrofit Improves the Functionality of Existing Detention Basins by Reducing Erosive Flows in Receiving Channels","10.1111/1752-1688.12548"
"Evaluating quantities of stormwater flow in a gross pollutant trap: an empirical methodology","10.1016/j.ecoleng.2017.04.025"
"Toxicity of effluents from gasoline stations oil-water separators to early life stages of zebrafish Danio rerio","10.1016/j.chemosphere.2017.03.023"
"Sand quarry wetlands provide high-quality habitat for native amphibians","10.5194/we-17-19-2017"
"Understanding the Relationship between Stormwater Control Measures and Ecosystem Services in an Urban Watershed","10.1061/(ASCE)WR.1943-5452.0000751"
"Quantifying annual groundwater recharge and storage in the central Sierra Nevada using naturally occurring S-35","10.1002/hyp.11112"
"Spatially Distributed Hydrodynamic Modeling of Phosphorus Transport and Transformation in a Cell-Network Treatment Wetland","10.1061/(ASCE)HE.1943-5584.0001403"
"Invertebrates in stormwater wet detention ponds - Sediment accumulation and bioaccumulation of heavy metals have no effect on biodiversity and community structure","10.1016/j.scitotenv.2016.06.050"
"Tracing metals through urban wetland food webs","10.1016/j.ecoleng.2016.05.057"
"A spatially-explicit technique for evaluation of alternative scenarios in the context of ecosystem goods and services","10.1016/j.ecoser.2016.06.001"
"A creative collaboration between the science of ecosystem restoration and art for sustainable stormwater management on an urban college campus","10.1111/rec.12341"
"Restoration and Management of a Degraded Baldcypress Swamp and Freshwater Marsh in Coastal Louisiana","10.3390/w8030071"
"Vegetation and Media Characteristics of an Effective Bioretention Cell","10.1061/JSWBAY.0000804"
"Summer soil moisture loss at Utah SNOTEL sites and streamflow recession at nearby gauges: variability in runoff generation and the potential for flow forecasting","10.1002/hyp.10572"
"Toxicological evaluation of water from stormwater ponds using Xenopus tropicalis embryos","10.1007/s11273-015-9444-0"
"Diagnosis of the artificial intelligence-based predictions of flow regime in a constructed wetland for stormwater pollution control","10.1016/j.ecoinf.2015.05.001"
"Ecological Analysis Before and After Planting in a Constructed Wetland in the Adirondacks","10.1007/s13157-015-0652-4"
"Nutrient and Removal Kinetics Impacts on Salt Phytoremediation by Atriplex patula and Typha angustifolia","10.1061/(ASCE)EE.1943-7870.0000889"
"Simulation-Optimization Methodology for the Design of Outlet Control Structures for Ecological Detention Ponds","10.1061/(ASCE)WR.1943-5452.0000420"
"Effects of Runoff Characteristics and Filter Type on Geotextile Storm Water Treatment","10.1061/(ASCE)IR.1943-4774.0000675"
"Leopold's Arboretum Needs Upstream Water Treatment to Restore Wetlands Downstream","10.3390/w6010104"
"Water quality characterization in the Northern Florida everglades based on three different monitoring networks","10.1007/s10661-012-2682-1"
"Elimination and accumulation of polycyclic aromatic hydrocarbons in urban stormwater wet detention ponds","10.2166/wst.2011.525"
"Two alternative modes for diffuse pollution control in Wuhan City Zoo","10.1016/S1001-0742(07)60174-0"
"Hydrodynamics of salt flat basins: The Salar de Atacama example","10.1016/j.scitotenv.2018.09.190"
"Tree water-use strategies to improve stormwater retention performance of biofiltration systems","10.1016/j.watres.2018.07.044"
"Hydrologic and water quality performance of permeable pavement with internal water storage over a clay soil in Durham, North Carolina","10.1016/j.jenvman.2018.07.040"
"Tree pits to help mitigate runoff in dense urban areas","10.1016/j.jhydrol.2018.08.038"
"Urban stormwater run-off promotes compression of saltmarshes by freshwater plants and mangrove forests","10.1016/j.scitotenv.2018.04.357"
"Biomass decaying and elemental release of aquatic macrophyte detritus in waterways of the Indian River Lagoon basin, South Florida, USA","10.1016/j.scitotenv.2018.04.047"
"Plant-Microbe Interactions Drive Denitrification Rates, Dissolved Nitrogen Removal, and the Abundance of Denitrification Genes in Stormwater Control Measures","10.1021/acs.est.8b02133"
"Estimating land surface variables and sensitivity analysis for CLM and VIC simulations using remote sensing products","10.1016/j.scitotenv.2018.03.138"
"Using conservation behavior to manage ecological traps for a threatened freshwater fish","10.1002/ecs2.2381"
"Stormwater ponds promote dragonfly (Odonata) species richness and density in urban areas","10.1016/j.ecoleng.2017.12.028"
"Stormwater wetlands can function as ecological traps for urban frogs","10.1002/eap.1714"
"Does the efficiency of grazer introduction to restore and preserve the hydraulic performance of infiltration basins depend on the physical and biological characteristics of the infiltration media?","10.1016/j.ecoleng.2018.02.024"
"Flood reduction as an ecosystem service of constructed wetlands for combined sewer overflow","10.1016/j.jhydrol.2018.03.020"
"Examining controls on peak annual streamflow and floods in the Fraser River Basin of British Columbia","10.5194/hess-22-2285-2018"
"Impact of LULC change on the runoff, base flow and evapotranspiration dynamics in eastern Indian river basins during 1985-2005 using variable infiltration capacity approach","10.1007/s12040-018-0921-8"
"Adapting Bioretention Construction Details to Local Practices in Finland","10.3390/su10020276"
"Bioretention Media for Enhanced Permeability and Phosphorus Sorption from Synthetic Urban Stormwater","10.1061/JSWBAY.0000836"
"Crop and Irrigation Management Systems under Greenhouse Conditions","10.3390/w10010062"
"Technical and natural conditions and operating efficiency of a municipal stormwater treatment plant","10.1007/s11356-017-0519-8"
"Aquatic biodiversity in sedimentation ponds receiving road runoff - What are the key drivers?","10.1016/j.scitotenv.2017.06.080"
"Experimental investigation of fine sediment deposition using particle image velocimetry","10.1007/s12665-017-7001-2"
"Temporal variability in soil moisture after thinning in semi-arid Picea crassifolia plantations in northwestern China","10.1016/j.foreco.2017.07.022"
"Towards improved parameterization of a macroscale hydrologic model in a discontinuous permafrost boreal forest ecosystem","10.5194/hess-21-4663-2017"
"Adapting the Relaxed Tanks-in-Series Model for Stormwater Wetland Water Quality Performance","10.3390/w9090691"
"Field Studies of Microbial Removal from Stormwater by Bioretention Cells with Fly-Ash Amendment","10.3390/w9070526"
"Assessment of Upper Taylor Slough water quality and implications for ecosystem management in Everglades National Park","10.1007/s11273-016-9509-8"
"Characterizing Clinoptilolite Zeolite and Hydroaluminosilicate Aggregates for Ammonium Removal from Stormwater Runoff","10.1061/(ASCE)EE.1943-7870.0001167"
"A distributed eco-hydrological model and its application","10.1016/j.wse.2017.12.007"
"Urban wetlands: restoration or designed rehabilitation?","10.3934/environsci.2017.3.458"
"Assessing habitat requirements of pond-breeding amphibians in a highly urbanized landscape: implications for management","10.1007/s11252-016-0569-6"
"Averting degradation of southern Ontario wetlands due to hydrologic alterations associated with development","10.1080/07011784.2015.1119061"
"Characteristics of soil infiltration in the Tarim River floodplain","10.1007/s12665-016-5573-x"
"Assessment of bed sediment metal contamination in the Shadegan and Hawr Al Azim wetlands, Iran","10.1007/s10661-016-5117-6"
"SIMULATED FLOOD OF A SMALL CONSTRUCTED FLOODPLAIN WETLAND IN VIRGINIA: EVENT-SCALE POLLUTANT ATTENUATION","10.13031/trans.59.11622"
"Evaluation of Infiltration Basin Performance on Coarse Soils","10.1061/(ASCE)HE.1943-5584.0001258"
"Hydrologic Memory Patterns Assessment over a Drought-Prone Canadian Prairies Catchment","10.1061/(ASCE)HE.1943-5584.0001106"
"Predicting Ecological Effects of Watershed-Wide Rain Garden Implementation Using a Low-Cost Methodology","10.1061/(ASCE)EE.1943-7870.0000896"
"Application of PCSWMM to Assess Wastewater Treatment and Urban Flooding Scenarios in Phnom Penh, Cambodia: A Tool to Support Eco-City Planning","10.14796/JWMM.C389"
"Dynamics and integrity of wetland network in estuary","10.1016/j.ecoinf.2014.06.002"
"Relationship Between Woody Plant Colonization and Typha L. Encroachment in Stormwater Detention Basins","10.1007/s00267-013-0137-2"
"A Laboratory Study of the Treatability of Synthetic Stormwater Under Varying Conditions Using Electric Arc Furnace Steel Slag","10.3390/w4020321"
"DESIGN AND PERFORMANCE OF BIORETENTION BEDS FOR REMOVAL OF STORMWATER CONTAMINANTS","10.3992/jgb.7.1.17"
"Bacterial Diversity in Soil Exposed to Highway Runoff and De-icing Agents","10.1080/01490451.2010.504608"
"A novel flood management strategy to plan eco-industry development in areas of coastal land-subsidence in Taiwan","10.1139/L10-001"
"The effect of Stipa tenacissima tussocks on some soil surface properties under arid bioclimate in the southern Tunisia","10.1080/12538078.2009.10516149"
"Effect of phosphorus concentration on the growth of cattail callus cells","10.1081/PLN-120017676"
"Balancing stream and wetland preservation with nonpoint source pollution management: A case study","10.1016/S0273-1223(99)00686-1"
"Wildfires and their impact on the water supply of a large neotropical metropolis: A simulation approach","10.1016/j.scitotenv.2018.09.289"
"Clay beads as artificial trapping matrices for monitoring bacterial distribution among urban stormwater infiltration systems and their connected aquifers","10.1007/s10661-019-7190-0"
"Reliability-Based Approach to Investigating Long-Term Clogging in Green Stormwater Infrastructure","10.1061/JSWBAY.0000875"
"Effects of Stormwater Capture and Use on Urban Streamflows","10.1007/s11269-018-2134-y"
"Differences in soil moisture in two Middle Eastern oak forests: Comparing the effects of trees and soil composition","10.1002/hyp.13313"
"Opportunities for natural infrastructure to improve urban water security in Latin America","10.1371/journal.pone.0209470"
"A multi-functional and multi-compartment constructed wetland to support urban waterway restoration","10.2166/wpt.2018.086"
"The role of influent organic carbon-to-nitrogen (COD/N) ratio in removal rates and shaping microbial ecology in soil aquifer treatment (SAT)","10.1016/j.watres.2018.09.014"
"Exploring structural habitat heterogeneity in sustainable urban drainage systems (SUDS) for urban biodiversity support","10.1007/s11252-018-0790-6"
"Evaluating the influence of design strategies and meteorological factors on tree transpiration in bioretention suspended pavement practices","10.1002/eco.2037"
"Stochastic water balance dynamics of passive and controlled stormwater basins","10.1016/j.advwatres.2018.10.016"
"Comparative copper toxicity impact and enzymatic cascade effect on Biosorption Activated Media and woodchips for nutrient removal in stormwater treatment","10.1016/j.chemosphere.2018.09.062"
"Soil Layer Development and Biota in Bioretention","10.3390/w10111587"
"Effects of Urban Stormwater Control Measures on Denitrification in Receiving Streams","10.3390/w10111582"
"Removal of Heavy Metals in Vegetative Graywater Biofiltration Columns","10.1061/(ASCE)EE.1943-7870.0001461"
"Treatment of Agriculture Stormwater Runoff by Cascading System of Stormwater Containment Basins","10.1061/(ASCE)IR.1943-4774.0001345"
"The Health of Trees in Bioretention: A Survey and Analysis of Influential Variables","10.1061/JSWBAY.0000865"
"Biofilters for urban agriculture: Metal uptake of vegetables irrigated with stormwater","10.1016/j.ecoleng.2018.07.033"
"Sponge City in China-A breakthrough of planning and flood risk management in the urban context","10.1016/j.landusepol.2018.03.005"
"New policy directions for global pond conservation","10.1111/conl.12447"
"Estimation of the water quality of a large urbanized river as defined by the European WFD: what is the optimal sampling frequency?","10.1007/s11356-016-7109-z"
"Farmland - an Elephant in the Room of Urban Green Infrastructure ? Lessons learned from connectivity analysis in three German cities","10.1016/ecolind.2017.06.055"
"The influence of landscape pattern on the risk of urban water-logging and flood disaster","10.1016/j.ecolind.2017.03.008"
"Can coir increase native biodiversity and reduce colonisation of non-indigenous species in eco-engineered rock pools?","10.1016/j.ecoleng.2017.06.038"
"Creating Green Space Sustainability through Low-Budget and Upcycling Strategies","10.3390/su10061857"
"Ecosystem-based water security and the Sustainable Development Goals (SDGs)","10.1016/j.ecohyd.2018.07.004"
"Spatiotemporal variation characteristics of green space ecosystem service value at urban fringes: A case study on Ganjingzi District in Dalian, China","10.1016/j.scitotenv.2018.05.253"
"Reefcrete: Reducing the environmental footprint of concretes for eco-engineering marine structures","10.1016/j.ecoleng.2017.05.031"
"Quantification of the traffic-generated particulate matter capture by plant species in a living wall and evaluation of the important leaf characteristics","10.1016/j.scitotenv.2018.04.106"
"Assessing Mismatches in the Provision of Urban Ecosystem Services to Support Spatial Planning: A Case Study on Recreation and Food Supply in Havana, Cuba","10.3390/su10072165"
"Cost-effective restoration and conservation planning in Green and Blue Infrastructure designs. A case study on the Intercontinental Biosphere Reserve of the Mediterranean: Andalusia (Spain) - Morocco","10.1016/j.scitotenv.2018.10.416"
"Designing a network of green infrastructure to enhance the conservation value of protected areas and maintain ecosystem services","10.1016/j.scitotenv.2018.09.164"
"Spatial evaluation of the multiple benefits of sustainable drainage systems","10.1680/jwama.16.00048"
"Implementing the connectivity of natural areas in cities as an indicator in the City Biodiversity Index (CBI)","10.1016/j.ecolind.2017.02.028"
"Urban tinkering","10.1007/s11625-018-0611-0"
"The Use of E-Tools to Engage Citizens in Urban Green Infrastructure Governance: Where Do We Stand and Where Are We Going?","10.3390/su10103513"
"Evaluating the multiple benefits of a sustainable drainage scheme in Newcastle, UK","10.1680/jwama.16.00103"
"Reducing Seismic Vulnerability and Energy Demand of Cities through Green Infrastructure","10.3390/su10082591"
"Speaking Green: A Worldwide Survey on Collaboration among Stakeholders in Urban Park Design and Management","10.3390/f9080458"
"Hydrology of the Brooklyn Grange, an urban rooftop farm","10.1007/s11252-018-0749-7"
"Asset or Liability? Ecological and Sociological Tradeoffs of Urban Spontaneous Vegetation on Vacant Land in Shrinking Cities","10.3390/su10072139"
"Urban Foraging in Berlin: People, Plants and Practices within the Metropolitan Green Infrastructure","10.3390/su10061873"
"Political ecologies of biopower: diversity, debates, and new frontiers of inquiry","10.2458/v25i1.23047"
"Identification of conservation and restoration priority areas in the Danube River based on the multi-functionality of river-floodplain systems","10.1016/j.scitotenv.2018.10.322"
"The Method of Planning Green Infrastructure System with the Use of Landscape-Functional Units (Method LaFU) and its Implementation in the Wrocaw Functional Area (Poland)","10.3390/su11020394"
"Between tree lovers and tree haters. Drivers of public perception regarding street trees and its implications on the urban green infrastructure planning","10.1016/j.ufug.2018.03.014"
"The green side of the grey: Assessing greenspaces in built-up areas of Italy","10.1016/j.ufug.2017.10.018"
"Research on the Optimization of Regional Green Infrastructure Network","10.3390/su10124649"
"Integrated methods for determining restoration priorities of coal mining subsidence areas based on green infrastructure: -A case study in the Xuzhou urban area, of China","10.1016/j.ecolind.2017.11.006"
"A Mamdani fuzzy inference approach for assessing ecological security in the Pearl River Delta urban agglomeration, China","10.1016/j.ecolind.2018.07.011"
"Quantifying multiple ecosystem services for adaptive management of green infrastructure","10.1002/ecs2.2495"
"Climate differentiates forest structure across a residential macrosystem","10.1016/j.scitotenv.2018.05.237"
"Ecosystem services and US stormwater planning: An approach for improving urban stormwater decisions","10.1016/j.envsci.2018.06.006"
"Marine ecosystem restoration and biodiversity offset","10.1016/j.ecoleng.2017.09.007"
"Learning from nature to enhance Blue engineering of marine infrastructure","10.1016/j.ecoleng.2018.03.012"
"The importance of green spaces to public health: a multi-continental analysis","10.1002/eap.1748"
"Impacts of urbanization on ecosystem services and their temporal relations: A case study in Northern Ningxia, China","10.1016/j.landusepol.2018.05.022"
"Ecosystem services in urban land use planning policies: A case study of Ontario municipalities","10.1016/j.landusepol.2018.06.020"
"Acute Challenges and Solutions for Urban Forestry in Compact and Densifying Cities","10.1061/(ASCE)UP.1943-5444.0000466"
"Decoupling forest characteristics and background conditions to explain urban-rural variations of multiple microclimate regulation from urban trees","10.7717/peerj.5450"
"Cumulative Effects of Low Impact Development on Watershed Hydrology in a Mixed Land-Cover System","10.3390/w10080991"
"Integrating urban blue and green areas based on historical evidence","10.1016/j.ufug.2018.07.001"
"Restorative urban forests: Exploring the relationships between forest stand structure, perceived restorativeness and benefits gained by visitors to coastal Pinus pinea forests","10.1016/j.ecolind.2018.03.051"
"A pan-European model of landscape potential to support natural pest control services","10.1016/j.ecolind.2018.03.075"
"Functional landscapes in cities: a systems approach","10.1007/s11355-017-0346-6"
"Green Infrastructure through Citizen Stormwater Management: Policy Instruments, Participation and Engagement","10.3390/su10062099"
"Unique Bee Communities within Vacant Lots and Urban Farms Result from Variation in Surrounding Urbanization Intensity","10.3390/su10061926"
"SECOND LAW OF THERMODYNAMICS AND URBAN GREEN INFRASTRUCTURE A KNOWLEDGE SYNTHESIS TO ADDRESS SPATIAL PLANNING STRATEGIES","10.6092/1970-9870/5326"
"RE-SEWING THE URBAN PERIPHERY. A GREEN STRATEGY FOR FONTIVEGGE DISTRICT IN PERUGIA","10.6092/1970-9870/5216"
"Opportunities for biodiversity conservation as cities adapt to climate change","10.1002/geo2.52"
"IDENTIFICATION OF KEY-TRENDS AND EVALUATION OF CONTEMPORARY RESEARCH REGARDING URBAN ECOSYSTEM SERVICES: A PATH TOWARDS SOCIO-ECOLOGICAL SUSTAINABILITY OF URBAN AREAS","10.15666/aeer/1603_35453581"
"ALLELOPATHIC EFFECTS OF AQUEOUS EXTRACTS FROM SIX HYGROPHYTE SPECIES ON ACTIVITIES OF P. JAPONICA","10.21660/2019.58.8211"
"Ecosystem restoration in Europe: Can analogies to Traditional Chinese Medicine facilitate the cross-policy harmonization on managing socioecological systems?","10.1016/j.scitotenv.2018.11.192"
"From classical water-ecosystem theories to nature-based solutions - Contextualizing nature-based solutions for sustainable city","10.1016/j.scitotenv.2018.11.187"
"Ecohydrological consequences of tree removal in an urban park evaluated using open data, free software and a minimalist measuring campaign","10.1016/j.scitotenv.2018.11.277"
"Seven lessons for planning nature-based solutions in cities","10.1016/j.envsci.2018.12.033"
"HESS Opinions: Socio-economic and ecological trade-offs of flood management - benefits of a transdisciplinary approach","10.5194/hess-23-1035-2019"
"Landscape typology and ecological connectivity assessment to inform Greenway design","10.1016/j.scitotenv.2018.10.077"
"Productivity and diversity of annually harvested reconstructed prairie communities","10.1111/1365-2664.13267"
"Quantifying wildlife watchers' preferences to investigate the overlap between recreational and conservation value of natural areas","10.1111/1365-2664.13274"
"Visions of resilience: lessons from applying a digital democracy tool in New York's Jamaica Bay watershed","10.1007/s11252-017-0701-2"
"A green space vision in Southeast Michigan's most heavily industrialized area","10.1007/s11252-018-0765-7"
