lat,lon,elevation,city,country,human.population,human.density,GreenroofID,Species,Survivorship
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SM,Eupatorium hyssopifolium,0.33
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SM,Ionactis linariifolius,0.35
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SM,Lespedeza capitata,0.43
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SM,Panicum virgatum,0.86
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SM,Pycnanthemum tenuifolium,0.13
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SM,Rudbeckia hirta,0.87
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SM,Schizachyrium scoparium ,0.85
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SM,Solidago nemoralis,0.53
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SM,Solidago odora,0.13
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SM,Sorghastrum nutans,0.84
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SM,Symphyotrichum laeve,0.06
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SP,Asclepias tuberosa,0.02
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SP,Baptisia tinctoria,0
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SP,Danthonia spicata,0.13
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SP,Deschampsia flexuosa,0.02
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SP,Dichanthelium clandestinum,0.03
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SP,Eupatorium hyssopifolium,0.02
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SP,Ionactis linariifolius,0
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SP,Lespedeza capitata,0.08
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SP,Panicum virgatum,0.3
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SP,Pycnanthemum tenuifolium,0.73
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SP,Rudbeckia hirta,0.18
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SP,Schizachyrium scoparium ,0.22
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SP,Solidago nemoralis,0.08
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SP,Solidago odora,0.01
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SP,Sorghastrum nutans,0.25
40.7127778,-74.005833,10,New York,USA,8.622,0.011,SP,Symphyotrichum laeve,0.05
